times,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,yaw,yaw_dot
1.055000000e+00,6.682574865e+00,1.453764744e+01,0.000000000e+00,5.937277633e+00,-2.729210653e+00,0.000000000e+00,-1.114628858e+00,-2.424826013e+00,0.000000000e+00,-9.903160266e-01,4.552222782e-01,0.000000000e+00,-4.308694324e-01,-4.084070450e-01
1.056000000e+00,6.688511585e+00,1.453491702e+01,0.000000000e+00,5.936162509e+00,-2.731635252e+00,0.000000000e+00,-1.115619081e+00,-2.424370589e+00,0.000000000e+00,-9.901300280e-01,4.556266922e-01,0.000000000e+00,-4.312778395e-01,-4.084070450e-01
1.057000000e+00,6.694447190e+00,1.453218417e+01,0.000000000e+00,5.935046395e+00,-2.734059395e+00,0.000000000e+00,-1.116609118e+00,-2.423914760e+00,0.000000000e+00,-9.899438643e-01,4.560310303e-01,0.000000000e+00,-4.316862465e-01,-4.084070450e-01
1.058000000e+00,6.700381678e+00,1.452944890e+01,0.000000000e+00,5.933929291e+00,-2.736483081e+00,0.000000000e+00,-1.117598969e+00,-2.423458527e+00,0.000000000e+00,-9.897575355e-01,4.564352923e-01,0.000000000e+00,-4.320946536e-01,-4.084070450e-01
1.059000000e+00,6.706315048e+00,1.452671121e+01,0.000000000e+00,5.932811197e+00,-2.738906311e+00,0.000000000e+00,-1.118588633e+00,-2.423001889e+00,0.000000000e+00,-9.895710415e-01,4.568394782e-01,0.000000000e+00,-4.325030606e-01,-4.084070450e-01
1.060000000e+00,6.712247300e+00,1.452397109e+01,0.000000000e+00,5.931692114e+00,-2.741329085e+00,0.000000000e+00,-1.119578111e+00,-2.422544848e+00,0.000000000e+00,-9.893843826e-01,4.572435879e-01,0.000000000e+00,-4.329114677e-01,-4.084070450e-01
1.061000000e+00,6.718178432e+00,1.452122855e+01,0.000000000e+00,5.930572041e+00,-2.743751401e+00,0.000000000e+00,-1.120567402e+00,-2.422087402e+00,0.000000000e+00,-9.891975585e-01,4.576476213e-01,0.000000000e+00,-4.333198747e-01,-4.084070450e-01
1.062000000e+00,6.724108444e+00,1.451848359e+01,0.000000000e+00,5.929450979e+00,-2.746173260e+00,0.000000000e+00,-1.121556506e+00,-2.421629553e+00,0.000000000e+00,-9.890105695e-01,4.580515783e-01,0.000000000e+00,-4.337282818e-01,-4.084070450e-01
1.063000000e+00,6.730037334e+00,1.451573620e+01,0.000000000e+00,5.928328928e+00,-2.748594660e+00,0.000000000e+00,-1.122545423e+00,-2.421171299e+00,0.000000000e+00,-9.888234156e-01,4.584554590e-01,0.000000000e+00,-4.341366888e-01,-4.084070450e-01
1.064000000e+00,6.735965101e+00,1.451298640e+01,0.000000000e+00,5.927205888e+00,-2.751015602e+00,0.000000000e+00,-1.123534153e+00,-2.420712642e+00,0.000000000e+00,-9.886360967e-01,4.588592632e-01,0.000000000e+00,-4.345450958e-01,-4.084070450e-01
1.065000000e+00,6.741891745e+00,1.451023417e+01,0.000000000e+00,5.926081860e+00,-2.753436085e+00,0.000000000e+00,-1.124522695e+00,-2.420253580e+00,0.000000000e+00,-9.884486129e-01,4.592629909e-01,0.000000000e+00,-4.349535029e-01,-4.084070450e-01
1.066000000e+00,6.747817265e+00,1.450747952e+01,0.000000000e+00,5.924956843e+00,-2.755856109e+00,0.000000000e+00,-1.125511050e+00,-2.419794116e+00,0.000000000e+00,-9.882609642e-01,4.596666419e-01,0.000000000e+00,-4.353619099e-01,-4.084070450e-01
1.067000000e+00,6.753741659e+00,1.450472246e+01,0.000000000e+00,5.923830837e+00,-2.758275673e+00,0.000000000e+00,-1.126499217e+00,-2.419334247e+00,0.000000000e+00,-9.880731507e-01,4.600702163e-01,0.000000000e+00,-4.357703170e-01,-4.084070450e-01
1.068000000e+00,6.759664926e+00,1.450196297e+01,0.000000000e+00,5.922703844e+00,-2.760694777e+00,0.000000000e+00,-1.127487196e+00,-2.418873975e+00,0.000000000e+00,-9.878851724e-01,4.604737140e-01,0.000000000e+00,-4.361787240e-01,-4.084070450e-01
1.069000000e+00,6.765587066e+00,1.449920107e+01,0.000000000e+00,5.921575863e+00,-2.763113421e+00,0.000000000e+00,-1.128474987e+00,-2.418413300e+00,0.000000000e+00,-9.876970293e-01,4.608771348e-01,0.000000000e+00,-4.365871311e-01,-4.084070450e-01
1.070000000e+00,6.771508077e+00,1.449643675e+01,0.000000000e+00,5.920446894e+00,-2.765531604e+00,0.000000000e+00,-1.129462590e+00,-2.417952221e+00,0.000000000e+00,-9.875087215e-01,4.612804788e-01,0.000000000e+00,-4.369955381e-01,-4.084070450e-01
1.071000000e+00,6.777427959e+00,1.449367001e+01,0.000000000e+00,5.919316938e+00,-2.767949325e+00,0.000000000e+00,-1.130450005e+00,-2.417490739e+00,0.000000000e+00,-9.873202489e-01,4.616837459e-01,0.000000000e+00,-4.374039452e-01,-4.084070450e-01
1.072000000e+00,6.783346711e+00,1.449090085e+01,0.000000000e+00,5.918185994e+00,-2.770366585e+00,0.000000000e+00,-1.131437231e+00,-2.417028854e+00,0.000000000e+00,-9.871316117e-01,4.620869359e-01,0.000000000e+00,-4.378123522e-01,-4.084070450e-01
1.073000000e+00,6.789264331e+00,1.448812927e+01,0.000000000e+00,5.917054064e+00,-2.772783383e+00,0.000000000e+00,-1.132424268e+00,-2.416566565e+00,0.000000000e+00,-9.869428098e-01,4.624900488e-01,0.000000000e+00,-4.382207592e-01,-4.084070450e-01
1.074000000e+00,6.795180819e+00,1.448535528e+01,0.000000000e+00,5.915921146e+00,-2.775199718e+00,0.000000000e+00,-1.133411116e+00,-2.416103873e+00,0.000000000e+00,-9.867538433e-01,4.628930847e-01,0.000000000e+00,-4.386291663e-01,-4.084070450e-01
1.075000000e+00,6.801096173e+00,1.448257887e+01,0.000000000e+00,5.914787241e+00,-2.777615591e+00,0.000000000e+00,-1.134397775e+00,-2.415640779e+00,0.000000000e+00,-9.865647122e-01,4.632960433e-01,0.000000000e+00,-4.390375733e-01,-4.084070450e-01
1.076000000e+00,6.807010393e+00,1.447980005e+01,0.000000000e+00,5.913652350e+00,-2.780031000e+00,0.000000000e+00,-1.135384245e+00,-2.415177281e+00,0.000000000e+00,-9.863754166e-01,4.636989246e-01,0.000000000e+00,-4.394459804e-01,-4.084070450e-01
1.077000000e+00,6.812923477e+00,1.447701881e+01,0.000000000e+00,5.912516473e+00,-2.782445945e+00,0.000000000e+00,-1.136370526e+00,-2.414713381e+00,0.000000000e+00,-9.861859564e-01,4.641017286e-01,0.000000000e+00,-4.398543874e-01,-4.084070450e-01
1.078000000e+00,6.818835425e+00,1.447423516e+01,0.000000000e+00,5.911379609e+00,-2.784860426e+00,0.000000000e+00,-1.137356617e+00,-2.414249078e+00,0.000000000e+00,-9.859963318e-01,4.645044552e-01,0.000000000e+00,-4.402627945e-01,-4.084070450e-01
1.079000000e+00,6.824746236e+00,1.447144909e+01,0.000000000e+00,5.910241760e+00,-2.787274443e+00,0.000000000e+00,-1.138342519e+00,-2.413784372e+00,0.000000000e+00,-9.858065426e-01,4.649071043e-01,0.000000000e+00,-4.406712015e-01,-4.084070450e-01
1.080000000e+00,6.830655909e+00,1.446866061e+01,0.000000000e+00,5.909102924e+00,-2.789687995e+00,0.000000000e+00,-1.139328230e+00,-2.413319264e+00,0.000000000e+00,-9.856165891e-01,4.653096758e-01,0.000000000e+00,-4.410796086e-01,-4.084070450e-01
1.081000000e+00,6.836564442e+00,1.446586972e+01,0.000000000e+00,5.907963103e+00,-2.792101081e+00,0.000000000e+00,-1.140313752e+00,-2.412853753e+00,0.000000000e+00,-9.854264711e-01,4.657121697e-01,0.000000000e+00,-4.414880156e-01,-4.084070450e-01
1.082000000e+00,6.842471835e+00,1.446307641e+01,0.000000000e+00,5.906822297e+00,-2.794513702e+00,0.000000000e+00,-1.141299083e+00,-2.412387839e+00,0.000000000e+00,-9.852361888e-01,4.661145860e-01,0.000000000e+00,-4.418964227e-01,-4.084070450e-01
1.083000000e+00,6.848378086e+00,1.446028069e+01,0.000000000e+00,5.905680505e+00,-2.796925857e+00,0.000000000e+00,-1.142284224e+00,-2.411921524e+00,0.000000000e+00,-9.850457422e-01,4.665169245e-01,0.000000000e+00,-4.423048297e-01,-4.084070450e-01
1.084000000e+00,6.854283195e+00,1.445748256e+01,0.000000000e+00,5.904537729e+00,-2.799337545e+00,0.000000000e+00,-1.143269175e+00,-2.411454806e+00,0.000000000e+00,-9.848551313e-01,4.669191852e-01,0.000000000e+00,-4.427132367e-01,-4.084070450e-01
1.085000000e+00,6.860187161e+00,1.445468201e+01,0.000000000e+00,5.903393967e+00,-2.801748766e+00,0.000000000e+00,-1.144253934e+00,-2.410987685e+00,0.000000000e+00,-9.846643560e-01,4.673213681e-01,0.000000000e+00,-4.431216438e-01,-4.084070450e-01
1.086000000e+00,6.866089983e+00,1.445187906e+01,0.000000000e+00,5.902249221e+00,-2.804159520e+00,0.000000000e+00,-1.145238503e+00,-2.410520163e+00,0.000000000e+00,-9.844734166e-01,4.677234729e-01,0.000000000e+00,-4.435300508e-01,-4.084070450e-01
1.087000000e+00,6.871991659e+00,1.444907369e+01,0.000000000e+00,5.901103490e+00,-2.806569807e+00,0.000000000e+00,-1.146222881e+00,-2.410052238e+00,0.000000000e+00,-9.842823129e-01,4.681254998e-01,0.000000000e+00,-4.439384579e-01,-4.084070450e-01
1.088000000e+00,6.877892189e+00,1.444626592e+01,0.000000000e+00,5.899956775e+00,-2.808979625e+00,0.000000000e+00,-1.147207068e+00,-2.409583912e+00,0.000000000e+00,-9.840910451e-01,4.685274486e-01,0.000000000e+00,-4.443468649e-01,-4.084070450e-01
1.089000000e+00,6.883791573e+00,1.444345574e+01,0.000000000e+00,5.898809076e+00,-2.811388974e+00,0.000000000e+00,-1.148191063e+00,-2.409115184e+00,0.000000000e+00,-9.838996131e-01,4.689293192e-01,0.000000000e+00,-4.447552720e-01,-4.084070450e-01
1.090000000e+00,6.889689807e+00,1.444064314e+01,0.000000000e+00,5.897660393e+00,-2.813797855e+00,0.000000000e+00,-1.149174867e+00,-2.408646053e+00,0.000000000e+00,-9.837080170e-01,4.693311116e-01,0.000000000e+00,-4.451636790e-01,-4.084070450e-01
1.091000000e+00,6.895586893e+00,1.443782814e+01,0.000000000e+00,5.896510726e+00,-2.816206266e+00,0.000000000e+00,-1.150158479e+00,-2.408176521e+00,0.000000000e+00,-9.835162569e-01,4.697328257e-01,0.000000000e+00,-4.455720861e-01,-4.084070450e-01
1.092000000e+00,6.901482828e+00,1.443501073e+01,0.000000000e+00,5.895360076e+00,-2.818614208e+00,0.000000000e+00,-1.151141900e+00,-2.407706588e+00,0.000000000e+00,-9.833243326e-01,4.701344615e-01,0.000000000e+00,-4.459804931e-01,-4.084070450e-01
1.093000000e+00,6.907377613e+00,1.443219091e+01,0.000000000e+00,5.894208443e+00,-2.821021679e+00,0.000000000e+00,-1.152125128e+00,-2.407236252e+00,0.000000000e+00,-9.831322444e-01,4.705360189e-01,0.000000000e+00,-4.463889001e-01,-4.084070450e-01
1.094000000e+00,6.913271245e+00,1.442936869e+01,0.000000000e+00,5.893055826e+00,-2.823428680e+00,0.000000000e+00,-1.153108164e+00,-2.406765516e+00,0.000000000e+00,-9.829399922e-01,4.709374978e-01,0.000000000e+00,-4.467973072e-01,-4.084070450e-01
1.095000000e+00,6.919163724e+00,1.442654405e+01,0.000000000e+00,5.891902226e+00,-2.825835210e+00,0.000000000e+00,-1.154091008e+00,-2.406294378e+00,0.000000000e+00,-9.827475760e-01,4.713388981e-01,0.000000000e+00,-4.472057142e-01,-4.084070450e-01
1.096000000e+00,6.925055049e+00,1.442371702e+01,0.000000000e+00,5.890747644e+00,-2.828241269e+00,0.000000000e+00,-1.155073659e+00,-2.405822838e+00,0.000000000e+00,-9.825549960e-01,4.717402198e-01,0.000000000e+00,-4.476141213e-01,-4.084070450e-01
1.097000000e+00,6.930945219e+00,1.442088757e+01,0.000000000e+00,5.889592079e+00,-2.830646856e+00,0.000000000e+00,-1.156056118e+00,-2.405350897e+00,0.000000000e+00,-9.823622520e-01,4.721414628e-01,0.000000000e+00,-4.480225283e-01,-4.084070450e-01
1.098000000e+00,6.936834233e+00,1.441805572e+01,0.000000000e+00,5.888435532e+00,-2.833051971e+00,0.000000000e+00,-1.157038384e+00,-2.404878555e+00,0.000000000e+00,-9.821693442e-01,4.725426271e-01,0.000000000e+00,-4.484309354e-01,-4.084070450e-01
1.099000000e+00,6.942722090e+00,1.441522147e+01,0.000000000e+00,5.887278002e+00,-2.835456613e+00,0.000000000e+00,-1.158020456e+00,-2.404405812e+00,0.000000000e+00,-9.819762725e-01,4.729437126e-01,0.000000000e+00,-4.488393424e-01,-4.084070450e-01
1.100000000e+00,6.948608789e+00,1.441238481e+01,0.000000000e+00,5.886119491e+00,-2.837860782e+00,0.000000000e+00,-1.159002336e+00,-2.403932668e+00,0.000000000e+00,-9.817830371e-01,4.733447192e-01,0.000000000e+00,-4.492477495e-01,-4.084070450e-01
1.101000000e+00,6.954494328e+00,1.440954575e+01,0.000000000e+00,5.884959998e+00,-2.840264478e+00,0.000000000e+00,-1.159984022e+00,-2.403459122e+00,0.000000000e+00,-9.815896379e-01,4.737456468e-01,0.000000000e+00,-4.496561565e-01,-4.084070450e-01
1.102000000e+00,6.960378708e+00,1.440670428e+01,0.000000000e+00,5.883799523e+00,-2.842667700e+00,0.000000000e+00,-1.160965515e+00,-2.402985176e+00,0.000000000e+00,-9.813960750e-01,4.741464954e-01,0.000000000e+00,-4.500645636e-01,-4.084070450e-01
1.103000000e+00,6.966261927e+00,1.440386041e+01,0.000000000e+00,5.882638067e+00,-2.845070448e+00,0.000000000e+00,-1.161946814e+00,-2.402510830e+00,0.000000000e+00,-9.812023484e-01,4.745472649e-01,0.000000000e+00,-4.504729706e-01,-4.084070450e-01
1.104000000e+00,6.972143984e+00,1.440101414e+01,0.000000000e+00,5.881475630e+00,-2.847472722e+00,0.000000000e+00,-1.162927920e+00,-2.402036082e+00,0.000000000e+00,-9.810084581e-01,4.749479553e-01,0.000000000e+00,-4.508813776e-01,-4.084070450e-01
1.105000000e+00,6.978024878e+00,1.439816547e+01,0.000000000e+00,5.880312211e+00,-2.849874520e+00,0.000000000e+00,-1.163908831e+00,-2.401560934e+00,0.000000000e+00,-9.808144042e-01,4.753485664e-01,0.000000000e+00,-4.512897847e-01,-4.084070450e-01
1.106000000e+00,6.983904608e+00,1.439531439e+01,0.000000000e+00,5.879147812e+00,-2.852275843e+00,0.000000000e+00,-1.164889549e+00,-2.401085385e+00,0.000000000e+00,-9.806201867e-01,4.757490983e-01,0.000000000e+00,-4.516981917e-01,-4.084070450e-01
1.107000000e+00,6.989783173e+00,1.439246091e+01,0.000000000e+00,5.877982432e+00,-2.854676691e+00,0.000000000e+00,-1.165870072e+00,-2.400609435e+00,0.000000000e+00,-9.804258057e-01,4.761495508e-01,0.000000000e+00,-4.521065988e-01,-4.084070450e-01
1.108000000e+00,6.995660573e+00,1.438960504e+01,0.000000000e+00,5.876816072e+00,-2.857077062e+00,0.000000000e+00,-1.166850400e+00,-2.400133086e+00,0.000000000e+00,-9.802312611e-01,4.765499239e-01,0.000000000e+00,-4.525150058e-01,-4.084070450e-01
1.109000000e+00,7.001536805e+00,1.438674676e+01,0.000000000e+00,5.875648731e+00,-2.859476957e+00,0.000000000e+00,-1.167830534e+00,-2.399656336e+00,0.000000000e+00,-9.800365530e-01,4.769502175e-01,0.000000000e+00,-4.529234129e-01,-4.084070450e-01
1.110000000e+00,7.007411870e+00,1.438388608e+01,0.000000000e+00,5.874480411e+00,-2.861876375e+00,0.000000000e+00,-1.168810473e+00,-2.399179185e+00,0.000000000e+00,-9.798416814e-01,4.773504315e-01,0.000000000e+00,-4.533318199e-01,-4.084070450e-01
1.111000000e+00,7.013285766e+00,1.438102301e+01,0.000000000e+00,5.873311110e+00,-2.864275315e+00,0.000000000e+00,-1.169790217e+00,-2.398701635e+00,0.000000000e+00,-9.796466464e-01,4.777505659e-01,0.000000000e+00,-4.537402270e-01,-4.084070450e-01
1.112000000e+00,7.019158492e+00,1.437815753e+01,0.000000000e+00,5.872140830e+00,-2.866673778e+00,0.000000000e+00,-1.170769766e+00,-2.398223684e+00,0.000000000e+00,-9.794514480e-01,4.781506207e-01,0.000000000e+00,-4.541486340e-01,-4.084070450e-01
1.113000000e+00,7.025030047e+00,1.437528966e+01,0.000000000e+00,5.870969571e+00,-2.869071762e+00,0.000000000e+00,-1.171749120e+00,-2.397745334e+00,0.000000000e+00,-9.792560863e-01,4.785505956e-01,0.000000000e+00,-4.545570410e-01,-4.084070450e-01
1.114000000e+00,7.030900431e+00,1.437241939e+01,0.000000000e+00,5.869797332e+00,-2.871469268e+00,0.000000000e+00,-1.172728279e+00,-2.397266583e+00,0.000000000e+00,-9.790605612e-01,4.789504908e-01,0.000000000e+00,-4.549654481e-01,-4.084070450e-01
1.115000000e+00,7.036769641e+00,1.436954672e+01,0.000000000e+00,5.868624115e+00,-2.873866295e+00,0.000000000e+00,-1.173707241e+00,-2.396787433e+00,0.000000000e+00,-9.788648728e-01,4.793503061e-01,0.000000000e+00,-4.553738551e-01,-4.084070450e-01
1.116000000e+00,7.042637678e+00,1.436667166e+01,0.000000000e+00,5.867449918e+00,-2.876262843e+00,0.000000000e+00,-1.174686008e+00,-2.396307882e+00,0.000000000e+00,-9.786690211e-01,4.797500414e-01,0.000000000e+00,-4.557822622e-01,-4.084070450e-01
1.117000000e+00,7.048504541e+00,1.436379420e+01,0.000000000e+00,5.866274743e+00,-2.878658911e+00,0.000000000e+00,-1.175664579e+00,-2.395827933e+00,0.000000000e+00,-9.784730062e-01,4.801496967e-01,0.000000000e+00,-4.561906692e-01,-4.084070450e-01
1.118000000e+00,7.054370228e+00,1.436091434e+01,0.000000000e+00,5.865098589e+00,-2.881054499e+00,0.000000000e+00,-1.176642954e+00,-2.395347583e+00,0.000000000e+00,-9.782768281e-01,4.805492719e-01,0.000000000e+00,-4.565990763e-01,-4.084070450e-01
1.119000000e+00,7.060234738e+00,1.435803209e+01,0.000000000e+00,5.863921457e+00,-2.883449606e+00,0.000000000e+00,-1.177621133e+00,-2.394866834e+00,0.000000000e+00,-9.780804868e-01,4.809487670e-01,0.000000000e+00,-4.570074833e-01,-4.084070450e-01
1.120000000e+00,7.066098070e+00,1.435514744e+01,0.000000000e+00,5.862743347e+00,-2.885844232e+00,0.000000000e+00,-1.178599115e+00,-2.394385686e+00,0.000000000e+00,-9.778839824e-01,4.813481818e-01,0.000000000e+00,-4.574158904e-01,-4.084070450e-01
1.121000000e+00,7.071960224e+00,1.435226040e+01,0.000000000e+00,5.861564259e+00,-2.888238377e+00,0.000000000e+00,-1.179576901e+00,-2.393904138e+00,0.000000000e+00,-9.776873148e-01,4.817475164e-01,0.000000000e+00,-4.578242974e-01,-4.084070450e-01
1.122000000e+00,7.077821198e+00,1.434937096e+01,0.000000000e+00,5.860384193e+00,-2.890632040e+00,0.000000000e+00,-1.180554490e+00,-2.393422191e+00,0.000000000e+00,-9.774904842e-01,4.821467706e-01,0.000000000e+00,-4.582327045e-01,-4.084070450e-01
1.123000000e+00,7.083680992e+00,1.434647914e+01,0.000000000e+00,5.859203150e+00,-2.893025222e+00,0.000000000e+00,-1.181531882e+00,-2.392939844e+00,0.000000000e+00,-9.772934906e-01,4.825459444e-01,0.000000000e+00,-4.586411115e-01,-4.084070450e-01
1.124000000e+00,7.089539604e+00,1.434358491e+01,0.000000000e+00,5.858021129e+00,-2.895417920e+00,0.000000000e+00,-1.182509077e+00,-2.392457099e+00,0.000000000e+00,-9.770963339e-01,4.829450376e-01,0.000000000e+00,-4.590495185e-01,-4.084070450e-01
1.125000000e+00,7.095397034e+00,1.434068830e+01,0.000000000e+00,5.856838132e+00,-2.897810136e+00,0.000000000e+00,-1.183486074e+00,-2.391973954e+00,0.000000000e+00,-9.768990143e-01,4.833440504e-01,0.000000000e+00,-4.594579256e-01,-4.084070450e-01
1.126000000e+00,7.101253280e+00,1.433778929e+01,0.000000000e+00,5.855654157e+00,-2.900201868e+00,0.000000000e+00,-1.184462875e+00,-2.391490411e+00,0.000000000e+00,-9.767015317e-01,4.837429825e-01,0.000000000e+00,-4.598663326e-01,-4.084070450e-01
1.127000000e+00,7.107108342e+00,1.433488790e+01,0.000000000e+00,5.854469206e+00,-2.902593116e+00,0.000000000e+00,-1.185439477e+00,-2.391006468e+00,0.000000000e+00,-9.765038862e-01,4.841418339e-01,0.000000000e+00,-4.602747397e-01,-4.084070450e-01
1.128000000e+00,7.112962218e+00,1.433198411e+01,0.000000000e+00,5.853283278e+00,-2.904983881e+00,0.000000000e+00,-1.186415882e+00,-2.390522127e+00,0.000000000e+00,-9.763060778e-01,4.845406046e-01,0.000000000e+00,-4.606831467e-01,-4.084070450e-01
1.129000000e+00,7.118814908e+00,1.432907793e+01,0.000000000e+00,5.852096374e+00,-2.907374160e+00,0.000000000e+00,-1.187392089e+00,-2.390037387e+00,0.000000000e+00,-9.761081066e-01,4.849392945e-01,0.000000000e+00,-4.610915538e-01,-4.084070450e-01
1.130000000e+00,7.124666411e+00,1.432616936e+01,0.000000000e+00,5.850908494e+00,-2.909763955e+00,0.000000000e+00,-1.188368099e+00,-2.389552248e+00,0.000000000e+00,-9.759099726e-01,4.853379034e-01,0.000000000e+00,-4.614999608e-01,-4.084070450e-01
1.131000000e+00,7.130516725e+00,1.432325840e+01,0.000000000e+00,5.849719638e+00,-2.912153265e+00,0.000000000e+00,-1.189343909e+00,-2.389066711e+00,0.000000000e+00,-9.757116758e-01,4.857364315e-01,0.000000000e+00,-4.619083679e-01,-4.084070450e-01
1.132000000e+00,7.136365850e+00,1.432034505e+01,0.000000000e+00,5.848529806e+00,-2.914542089e+00,0.000000000e+00,-1.190319522e+00,-2.388580776e+00,0.000000000e+00,-9.755132162e-01,4.861348785e-01,0.000000000e+00,-4.623167749e-01,-4.084070450e-01
1.133000000e+00,7.142213784e+00,1.431742932e+01,0.000000000e+00,5.847338999e+00,-2.916930426e+00,0.000000000e+00,-1.191294936e+00,-2.388094442e+00,0.000000000e+00,-9.753145940e-01,4.865332444e-01,0.000000000e+00,-4.627251819e-01,-4.084070450e-01
1.134000000e+00,7.148060527e+00,1.431451119e+01,0.000000000e+00,5.846147216e+00,-2.919318277e+00,0.000000000e+00,-1.192270151e+00,-2.387607709e+00,0.000000000e+00,-9.751158090e-01,4.869315291e-01,0.000000000e+00,-4.631335890e-01,-4.084070450e-01
1.135000000e+00,7.153906078e+00,1.431159068e+01,0.000000000e+00,5.844954459e+00,-2.921705641e+00,0.000000000e+00,-1.193245167e+00,-2.387120578e+00,0.000000000e+00,-9.749168614e-01,4.873297327e-01,0.000000000e+00,-4.635419960e-01,-4.084070450e-01
1.136000000e+00,7.159750436e+00,1.430866778e+01,0.000000000e+00,5.843760726e+00,-2.924092518e+00,0.000000000e+00,-1.194219985e+00,-2.386633050e+00,0.000000000e+00,-9.747177512e-01,4.877278550e-01,0.000000000e+00,-4.639504031e-01,-4.084070450e-01
1.137000000e+00,7.165593600e+00,1.430574250e+01,0.000000000e+00,5.842566019e+00,-2.926478907e+00,0.000000000e+00,-1.195194603e+00,-2.386145123e+00,0.000000000e+00,-9.745184785e-01,4.881258959e-01,0.000000000e+00,-4.643588101e-01,-4.084070450e-01
1.138000000e+00,7.171435568e+00,1.430281482e+01,0.000000000e+00,5.841370337e+00,-2.928864808e+00,0.000000000e+00,-1.196169022e+00,-2.385656798e+00,0.000000000e+00,-9.743190431e-01,4.885238554e-01,0.000000000e+00,-4.647672172e-01,-4.084070450e-01
1.139000000e+00,7.177276340e+00,1.429988477e+01,0.000000000e+00,5.840173681e+00,-2.931250221e+00,0.000000000e+00,-1.197143241e+00,-2.385168075e+00,0.000000000e+00,-9.741194453e-01,4.889217334e-01,0.000000000e+00,-4.651756242e-01,-4.084070450e-01
1.140000000e+00,7.183115915e+00,1.429695232e+01,0.000000000e+00,5.838976051e+00,-2.933635144e+00,0.000000000e+00,-1.198117260e+00,-2.384678954e+00,0.000000000e+00,-9.739196850e-01,4.893195298e-01,0.000000000e+00,-4.655840313e-01,-4.084070450e-01
1.141000000e+00,7.188954292e+00,1.429401750e+01,0.000000000e+00,5.837777446e+00,-2.936019579e+00,0.000000000e+00,-1.199091080e+00,-2.384189436e+00,0.000000000e+00,-9.737197622e-01,4.897172447e-01,0.000000000e+00,-4.659924383e-01,-4.084070450e-01
1.142000000e+00,7.194791469e+00,1.429108028e+01,0.000000000e+00,5.836577869e+00,-2.938403523e+00,0.000000000e+00,-1.200064700e+00,-2.383699520e+00,0.000000000e+00,-9.735196771e-01,4.901148778e-01,0.000000000e+00,-4.664008454e-01,-4.084070450e-01
1.143000000e+00,7.200627447e+00,1.428814069e+01,0.000000000e+00,5.835377317e+00,-2.940786978e+00,0.000000000e+00,-1.201038119e+00,-2.383209206e+00,0.000000000e+00,-9.733194295e-01,4.905124292e-01,0.000000000e+00,-4.668092524e-01,-4.084070450e-01
1.144000000e+00,7.206462224e+00,1.428519871e+01,0.000000000e+00,5.834175792e+00,-2.943169941e+00,0.000000000e+00,-1.202011339e+00,-2.382718495e+00,0.000000000e+00,-9.731190196e-01,4.909098988e-01,0.000000000e+00,-4.672176594e-01,-4.084070450e-01
1.145000000e+00,7.212295798e+00,1.428225435e+01,0.000000000e+00,5.832973295e+00,-2.945552414e+00,0.000000000e+00,-1.202984357e+00,-2.382227387e+00,0.000000000e+00,-9.729184474e-01,4.913072865e-01,0.000000000e+00,-4.676260665e-01,-4.084070450e-01
1.146000000e+00,7.218128170e+00,1.427930761e+01,0.000000000e+00,5.831769824e+00,-2.947934396e+00,0.000000000e+00,-1.203957175e+00,-2.381735881e+00,0.000000000e+00,-9.727177129e-01,4.917045923e-01,0.000000000e+00,-4.680344735e-01,-4.084070450e-01
1.147000000e+00,7.223959338e+00,1.427635848e+01,0.000000000e+00,5.830565380e+00,-2.950315886e+00,0.000000000e+00,-1.204929793e+00,-2.381243977e+00,0.000000000e+00,-9.725168162e-01,4.921018160e-01,0.000000000e+00,-4.684428806e-01,-4.084070450e-01
1.148000000e+00,7.229789300e+00,1.427340697e+01,0.000000000e+00,5.829359964e+00,-2.952696884e+00,0.000000000e+00,-1.205902209e+00,-2.380751677e+00,0.000000000e+00,-9.723157572e-01,4.924989577e-01,0.000000000e+00,-4.688512876e-01,-4.084070450e-01
1.149000000e+00,7.235618057e+00,1.427045309e+01,0.000000000e+00,5.828153576e+00,-2.955077389e+00,0.000000000e+00,-1.206874424e+00,-2.380258980e+00,0.000000000e+00,-9.721145361e-01,4.928960172e-01,0.000000000e+00,-4.692596947e-01,-4.084070450e-01
1.150000000e+00,7.241445607e+00,1.426749682e+01,0.000000000e+00,5.826946215e+00,-2.957457402e+00,0.000000000e+00,-1.207846438e+00,-2.379765885e+00,0.000000000e+00,-9.719131528e-01,4.932929945e-01,0.000000000e+00,-4.696681017e-01,-4.084070450e-01
1.151000000e+00,7.247271949e+00,1.426453817e+01,0.000000000e+00,5.825737883e+00,-2.959836921e+00,0.000000000e+00,-1.208818250e+00,-2.379272394e+00,0.000000000e+00,-9.717116074e-01,4.936898896e-01,0.000000000e+00,-4.700765088e-01,-4.084070450e-01
1.152000000e+00,7.253097083e+00,1.426157715e+01,0.000000000e+00,5.824528579e+00,-2.962215946e+00,0.000000000e+00,-1.209789861e+00,-2.378778505e+00,0.000000000e+00,-9.715099000e-01,4.940867023e-01,0.000000000e+00,-4.704849158e-01,-4.084070450e-01
